event,main_speaker,ratings,tags,title,views
TEDGlobal 2011,Julian Treasure,"[{'id': 26, 'name': 'Obnoxious', 'count': 74}, {'id': 25, 'name': 'OK', 'count': 532}, {'id': 3, 'name': 'Courageous', 'count': 164}, {'id': 10, 'name': 'Inspiring', 'count': 2334}, {'id': 8, 'name': 'Informative', 'count': 2027}, {'id': 1, 'name': 'Beautiful', 'count': 577}, {'id': 24, 'name': 'Persuasive', 'count': 1219}, {'id': 22, 'name': 'Fascinating', 'count': 984}, {'id': 9, 'name': 'Ingenious', 'count': 229}, {'id': 23, 'name': 'Jaw-dropping', 'count': 83}, {'id': 21, 'name': 'Unconvincing', 'count': 132}, {'id': 7, 'name': 'Funny', 'count': 92}, {'id': 2, 'name': 'Confusing', 'count': 60}, {'id': 11, 'name': 'Longwinded', 'count': 52}]","['culture', 'social change', 'sound']",5 ways to listen better,5402228
TEDGlobal 2011,Adam Ostrow,"[{'id': 22, 'name': 'Fascinating', 'count': 348}, {'id': 8, 'name': 'Informative', 'count': 314}, {'id': 24, 'name': 'Persuasive', 'count': 90}, {'id': 25, 'name': 'OK', 'count': 227}, {'id': 26, 'name': 'Obnoxious', 'count': 44}, {'id': 21, 'name': 'Unconvincing', 'count': 160}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 31}, {'id': 10, 'name': 'Inspiring', 'count': 102}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 9, 'name': 'Ingenious', 'count': 80}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 25}]","['consciousness', 'culture', 'self', 'social change', 'social media', 'technology']",After your final status update,1134961
TEDGlobal 2011,Harald Haas,"[{'id': 9, 'name': 'Ingenious', 'count': 1235}, {'id': 10, 'name': 'Inspiring', 'count': 539}, {'id': 22, 'name': 'Fascinating', 'count': 719}, {'id': 8, 'name': 'Informative', 'count': 455}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 21, 'name': 'Unconvincing', 'count': 119}, {'id': 24, 'name': 'Persuasive', 'count': 154}, {'id': 23, 'name': 'Jaw-dropping', 'count': 482}, {'id': 11, 'name': 'Longwinded', 'count': 63}, {'id': 3, 'name': 'Courageous', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 25, 'name': 'OK', 'count': 104}, {'id': 1, 'name': 'Beautiful', 'count': 85}, {'id': 7, 'name': 'Funny', 'count': 8}]","['Internet', 'cities', 'invention', 'technology']",Wireless data from every light bulb,2500389
TEDGlobal 2011,Mark Pagel,"[{'id': 8, 'name': 'Informative', 'count': 624}, {'id': 22, 'name': 'Fascinating', 'count': 440}, {'id': 10, 'name': 'Inspiring', 'count': 174}, {'id': 21, 'name': 'Unconvincing', 'count': 389}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 187}, {'id': 26, 'name': 'Obnoxious', 'count': 125}, {'id': 9, 'name': 'Ingenious', 'count': 93}, {'id': 11, 'name': 'Longwinded', 'count': 107}, {'id': 25, 'name': 'OK', 'count': 178}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 3, 'name': 'Courageous', 'count': 30}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 23, 'name': 'Jaw-dropping', 'count': 48}]","['biology', 'communication', 'culture', 'evolution', 'language', 'science']",How language transformed humanity,1421357
TEDGlobal 2011,Jessica Green,"[{'id': 22, 'name': 'Fascinating', 'count': 126}, {'id': 8, 'name': 'Informative', 'count': 361}, {'id': 24, 'name': 'Persuasive', 'count': 139}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 70}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 5}]","['TED Fellows', 'health', 'microbiology', 'science']",Are we filtering the wrong microbes?,551041
TED2011,Philip Zimbardo,"[{'id': 7, 'name': 'Funny', 'count': 708}, {'id': 8, 'name': 'Informative', 'count': 837}, {'id': 24, 'name': 'Persuasive', 'count': 521}, {'id': 9, 'name': 'Ingenious', 'count': 89}, {'id': 3, 'name': 'Courageous', 'count': 157}, {'id': 25, 'name': 'OK', 'count': 118}, {'id': 23, 'name': 'Jaw-dropping', 'count': 138}, {'id': 22, 'name': 'Fascinating', 'count': 320}, {'id': 10, 'name': 'Inspiring', 'count': 162}, {'id': 21, 'name': 'Unconvincing', 'count': 232}, {'id': 26, 'name': 'Obnoxious', 'count': 87}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 11, 'name': 'Longwinded', 'count': 9}]","['culture', 'feminism', 'gaming', 'gender', 'sex']",The demise of guys?,2190746
TEDWomen 2010,Eve Ensler,"[{'id': 10, 'name': 'Inspiring', 'count': 828}, {'id': 3, 'name': 'Courageous', 'count': 769}, {'id': 24, 'name': 'Persuasive', 'count': 90}, {'id': 1, 'name': 'Beautiful', 'count': 498}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 23, 'name': 'Jaw-dropping', 'count': 246}, {'id': 8, 'name': 'Informative', 'count': 56}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 119}, {'id': 26, 'name': 'Obnoxious', 'count': 204}, {'id': 21, 'name': 'Unconvincing', 'count': 127}, {'id': 2, 'name': 'Confusing', 'count': 122}, {'id': 25, 'name': 'OK', 'count': 79}]","['Human body', 'activism', 'brain', 'cancer', 'culture', 'poetry']","Suddenly, my body",1349669
TEDGlobal 2011,Alex Steffen,"[{'id': 10, 'name': 'Inspiring', 'count': 373}, {'id': 8, 'name': 'Informative', 'count': 319}, {'id': 9, 'name': 'Ingenious', 'count': 99}, {'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 24, 'name': 'Persuasive', 'count': 283}, {'id': 22, 'name': 'Fascinating', 'count': 148}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 78}, {'id': 3, 'name': 'Courageous', 'count': 36}, {'id': 21, 'name': 'Unconvincing', 'count': 49}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 23, 'name': 'Jaw-dropping', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]","['architecture', 'cities', 'collaboration', 'design', 'energy', 'environment', 'green', 'infrastructure', 'technology']",The shareable future of cities,984738
TEDxBoston 2011,Dyan deNapoli,"[{'id': 25, 'name': 'OK', 'count': 39}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 10, 'name': 'Inspiring', 'count': 247}, {'id': 8, 'name': 'Informative', 'count': 103}, {'id': 22, 'name': 'Fascinating', 'count': 64}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 3, 'name': 'Courageous', 'count': 86}, {'id': 1, 'name': 'Beautiful', 'count': 56}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 7, 'name': 'Funny', 'count': 0}]","['TEDx', 'animals', 'birds', 'collaboration', 'global issues', 'oceans', 'science']",The great penguin rescue,393695
TEDGlobal 2011,Jeremy Gilley,"[{'id': 10, 'name': 'Inspiring', 'count': 777}, {'id': 24, 'name': 'Persuasive', 'count': 288}, {'id': 3, 'name': 'Courageous', 'count': 331}, {'id': 22, 'name': 'Fascinating', 'count': 95}, {'id': 8, 'name': 'Informative', 'count': 75}, {'id': 23, 'name': 'Jaw-dropping', 'count': 119}, {'id': 1, 'name': 'Beautiful', 'count': 118}, {'id': 9, 'name': 'Ingenious', 'count': 71}, {'id': 21, 'name': 'Unconvincing', 'count': 43}, {'id': 11, 'name': 'Longwinded', 'count': 51}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 11}]","['activism', 'collaboration', 'global issues', 'nonviolence', 'peace', 'war']",One day of peace,842057
TEDGlobal 2011,Lucianne Walkowicz,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 22, 'name': 'Fascinating', 'count': 202}, {'id': 8, 'name': 'Informative', 'count': 366}, {'id': 10, 'name': 'Inspiring', 'count': 117}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 25, 'name': 'OK', 'count': 150}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 37}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 9}]","['TED Fellows', 'exploration', 'science', 'technology', 'telescopes', 'universe']",Finding planets around other stars,1079565
TEDGlobal 2011,Marco Tempest,"[{'id': 22, 'name': 'Fascinating', 'count': 1646}, {'id': 1, 'name': 'Beautiful', 'count': 1419}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1324}, {'id': 7, 'name': 'Funny', 'count': 527}, {'id': 9, 'name': 'Ingenious', 'count': 1102}, {'id': 10, 'name': 'Inspiring', 'count': 574}, {'id': 8, 'name': 'Informative', 'count': 116}, {'id': 25, 'name': 'OK', 'count': 226}, {'id': 24, 'name': 'Persuasive', 'count': 116}, {'id': 21, 'name': 'Unconvincing', 'count': 100}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 40}, {'id': 2, 'name': 'Confusing', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 41}]","['art', 'design', 'entertainment', 'illusion', 'magic', 'music', 'technology']",The magic of truth and lies (and iPods),5447236
TED2011,Dan Ariely,"[{'id': 24, 'name': 'Persuasive', 'count': 190}, {'id': 10, 'name': 'Inspiring', 'count': 132}, {'id': 25, 'name': 'OK', 'count': 222}, {'id': 8, 'name': 'Informative', 'count': 257}, {'id': 22, 'name': 'Fascinating', 'count': 93}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 21, 'name': 'Unconvincing', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 92}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}]","['cognitive science', 'economics', 'medical research', 'science', 'technology']",Beware conflicts of interest,1055562
TEDGlobal 2011,Svante Pääbo,"[{'id': 25, 'name': 'OK', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 8, 'name': 'Informative', 'count': 405}, {'id': 22, 'name': 'Fascinating', 'count': 411}, {'id': 24, 'name': 'Persuasive', 'count': 105}, {'id': 23, 'name': 'Jaw-dropping', 'count': 66}, {'id': 9, 'name': 'Ingenious', 'count': 56}, {'id': 10, 'name': 'Inspiring', 'count': 65}, {'id': 1, 'name': 'Beautiful', 'count': 24}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 2}]","['DNA', 'biology', 'evolution', 'science']",DNA clues to our inner neanderthal,1399333
TEDGlobal 2011,Julia Bacha,"[{'id': 10, 'name': 'Inspiring', 'count': 745}, {'id': 24, 'name': 'Persuasive', 'count': 501}, {'id': 8, 'name': 'Informative', 'count': 364}, {'id': 3, 'name': 'Courageous', 'count': 356}, {'id': 9, 'name': 'Ingenious', 'count': 39}, {'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 73}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 45}, {'id': 23, 'name': 'Jaw-dropping', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 120}, {'id': 25, 'name': 'OK', 'count': 41}]","['communication', 'compassion', 'entertainment', 'film', 'nonviolence', 'peace', 'violence', 'war']",Pay attention to nonviolence,740934
TED2011,Skylar Tibbits,"[{'id': 10, 'name': 'Inspiring', 'count': 141}, {'id': 9, 'name': 'Ingenious', 'count': 185}, {'id': 8, 'name': 'Informative', 'count': 179}, {'id': 25, 'name': 'OK', 'count': 159}, {'id': 22, 'name': 'Fascinating', 'count': 178}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 21, 'name': 'Unconvincing', 'count': 240}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 2, 'name': 'Confusing', 'count': 115}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 5}]","['TED Fellows', 'design', 'technology']",Can we make things that make themselves?,983929
TEDWomen 2010,Joan Halifax,"[{'id': 10, 'name': 'Inspiring', 'count': 1076}, {'id': 22, 'name': 'Fascinating', 'count': 172}, {'id': 25, 'name': 'OK', 'count': 100}, {'id': 2, 'name': 'Confusing', 'count': 37}, {'id': 1, 'name': 'Beautiful', 'count': 519}, {'id': 24, 'name': 'Persuasive', 'count': 202}, {'id': 23, 'name': 'Jaw-dropping', 'count': 53}, {'id': 3, 'name': 'Courageous', 'count': 248}, {'id': 8, 'name': 'Informative', 'count': 112}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 21, 'name': 'Unconvincing', 'count': 72}, {'id': 11, 'name': 'Longwinded', 'count': 80}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 21}]","['Buddhism', 'compassion', 'culture', 'death', 'global issues']",Compassion and the true meaning of empathy,1451656
TED2011,Edward Tenner,"[{'id': 25, 'name': 'OK', 'count': 136}, {'id': 8, 'name': 'Informative', 'count': 249}, {'id': 22, 'name': 'Fascinating', 'count': 97}, {'id': 10, 'name': 'Inspiring', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 74}, {'id': 11, 'name': 'Longwinded', 'count': 131}, {'id': 9, 'name': 'Ingenious', 'count': 29}, {'id': 24, 'name': 'Persuasive', 'count': 56}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 9}]","['culture', 'design', 'history', 'invention', 'technology']",Unintended consequences,790122
TEDxParis 2010,Sarah Kaminsky,"[{'id': 3, 'name': 'Courageous', 'count': 313}, {'id': 10, 'name': 'Inspiring', 'count': 409}, {'id': 1, 'name': 'Beautiful', 'count': 214}, {'id': 8, 'name': 'Informative', 'count': 57}, {'id': 24, 'name': 'Persuasive', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 198}, {'id': 23, 'name': 'Jaw-dropping', 'count': 66}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 11}]","['TEDx', 'culture', 'entertainment', 'global issues', 'history', 'storytelling', 'war']",My father the forger,593099
TEDGlobal 2011,Lee Cronin,"[{'id': 9, 'name': 'Ingenious', 'count': 172}, {'id': 11, 'name': 'Longwinded', 'count': 100}, {'id': 21, 'name': 'Unconvincing', 'count': 156}, {'id': 25, 'name': 'OK', 'count': 84}, {'id': 22, 'name': 'Fascinating', 'count': 298}, {'id': 8, 'name': 'Informative', 'count': 196}, {'id': 23, 'name': 'Jaw-dropping', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 106}, {'id': 2, 'name': 'Confusing', 'count': 64}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 58}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 7, 'name': 'Funny', 'count': 4}]","['biology', 'life', 'nanoscale', 'science']",Making matter come alive,693722
TEDGlobal 2011,Raghava KK,"[{'id': 3, 'name': 'Courageous', 'count': 117}, {'id': 7, 'name': 'Funny', 'count': 281}, {'id': 21, 'name': 'Unconvincing', 'count': 51}, {'id': 10, 'name': 'Inspiring', 'count': 503}, {'id': 24, 'name': 'Persuasive', 'count': 152}, {'id': 1, 'name': 'Beautiful', 'count': 213}, {'id': 22, 'name': 'Fascinating', 'count': 128}, {'id': 9, 'name': 'Ingenious', 'count': 249}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 67}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 56}]","['books', 'creativity', 'design', 'entertainment', 'storytelling', 'technology']",Shake up your story,946354
TEDGlobal 2011,Yasheng Huang,"[{'id': 24, 'name': 'Persuasive', 'count': 276}, {'id': 25, 'name': 'OK', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 108}, {'id': 8, 'name': 'Informative', 'count': 512}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 2, 'name': 'Confusing', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 49}, {'id': 9, 'name': 'Ingenious', 'count': 26}, {'id': 21, 'name': 'Unconvincing', 'count': 103}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 15}]","['Asia', 'culture', 'democracy', 'economics', 'global issues', 'politics']",Does democracy stifle economic growth?,992224
TEDGlobal 2011,Misha Glenny,"[{'id': 24, 'name': 'Persuasive', 'count': 331}, {'id': 22, 'name': 'Fascinating', 'count': 328}, {'id': 10, 'name': 'Inspiring', 'count': 134}, {'id': 8, 'name': 'Informative', 'count': 439}, {'id': 3, 'name': 'Courageous', 'count': 94}, {'id': 7, 'name': 'Funny', 'count': 57}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 67}, {'id': 21, 'name': 'Unconvincing', 'count': 56}, {'id': 11, 'name': 'Longwinded', 'count': 49}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 79}, {'id': 1, 'name': 'Beautiful', 'count': 24}]","['Internet', 'computers', 'crime', 'global issues', 'technology']",Hire the hackers!,1264969
TED2011,Kate Hartman,"[{'id': 26, 'name': 'Obnoxious', 'count': 114}, {'id': 7, 'name': 'Funny', 'count': 391}, {'id': 22, 'name': 'Fascinating', 'count': 82}, {'id': 9, 'name': 'Ingenious', 'count': 127}, {'id': 2, 'name': 'Confusing', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 48}, {'id': 21, 'name': 'Unconvincing', 'count': 144}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 25, 'name': 'OK', 'count': 97}, {'id': 10, 'name': 'Inspiring', 'count': 138}, {'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 15}, {'id': 8, 'name': 'Informative', 'count': 30}]","['art', 'communication', 'culture', 'glacier']",The art of wearable communication,872169
TEDxBoston 2011,Richard Resnick,"[{'id': 1, 'name': 'Beautiful', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 199}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 22, 'name': 'Fascinating', 'count': 384}, {'id': 7, 'name': 'Funny', 'count': 105}, {'id': 8, 'name': 'Informative', 'count': 367}, {'id': 24, 'name': 'Persuasive', 'count': 143}, {'id': 10, 'name': 'Inspiring', 'count': 120}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 25, 'name': 'OK', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 68}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 6}]","['Bioethics', 'DNA', 'TEDx', 'biotech', 'health care', 'science', 'technology']",Welcome to the genomic revolution,852507
TEDWomen 2010,Lauren Zalaznick,"[{'id': 24, 'name': 'Persuasive', 'count': 75}, {'id': 22, 'name': 'Fascinating', 'count': 165}, {'id': 8, 'name': 'Informative', 'count': 311}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 2, 'name': 'Confusing', 'count': 45}, {'id': 21, 'name': 'Unconvincing', 'count': 253}, {'id': 11, 'name': 'Longwinded', 'count': 48}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 3, 'name': 'Courageous', 'count': 12}, {'id': 10, 'name': 'Inspiring', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 47}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 1, 'name': 'Beautiful', 'count': 9}]","['culture', 'entertainment']",The conscience of television,647752
NextGen:Charity,Sasha Dichter,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 46}, {'id': 10, 'name': 'Inspiring', 'count': 457}, {'id': 24, 'name': 'Persuasive', 'count': 250}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 3, 'name': 'Courageous', 'count': 153}, {'id': 8, 'name': 'Informative', 'count': 150}, {'id': 9, 'name': 'Ingenious', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 67}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 12}]","['business', 'global issues', 'philanthropy']",The Generosity Experiment,293626
TEDGlobal 2011,Niall Ferguson,"[{'id': 22, 'name': 'Fascinating', 'count': 556}, {'id': 8, 'name': 'Informative', 'count': 728}, {'id': 9, 'name': 'Ingenious', 'count': 140}, {'id': 21, 'name': 'Unconvincing', 'count': 205}, {'id': 11, 'name': 'Longwinded', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 84}, {'id': 24, 'name': 'Persuasive', 'count': 527}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 2, 'name': 'Confusing', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 169}, {'id': 26, 'name': 'Obnoxious', 'count': 148}, {'id': 23, 'name': 'Jaw-dropping', 'count': 135}, {'id': 7, 'name': 'Funny', 'count': 65}, {'id': 1, 'name': 'Beautiful', 'count': 33}]","['business', 'culture', 'economics', 'global issues']",The 6 killer apps of prosperity,1564173
TEDxBoston 2011,Jean-Baptiste Michel and Erez Lieberman Aiden,"[{'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 78}, {'id': 21, 'name': 'Unconvincing', 'count': 73}, {'id': 11, 'name': 'Longwinded', 'count': 67}, {'id': 25, 'name': 'OK', 'count': 126}, {'id': 7, 'name': 'Funny', 'count': 956}, {'id': 8, 'name': 'Informative', 'count': 688}, {'id': 9, 'name': 'Ingenious', 'count': 603}, {'id': 10, 'name': 'Inspiring', 'count': 188}, {'id': 23, 'name': 'Jaw-dropping', 'count': 172}, {'id': 22, 'name': 'Fascinating', 'count': 844}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 1, 'name': 'Beautiful', 'count': 44}, {'id': 24, 'name': 'Persuasive', 'count': 62}]","['Google', 'TEDx', 'data', 'design', 'library', 'technology', 'visualizations', 'writing']",What we learned from 5 million books,1783040
TEDGlobal 2011,Amy Lockwood,"[{'id': 8, 'name': 'Informative', 'count': 274}, {'id': 24, 'name': 'Persuasive', 'count': 211}, {'id': 3, 'name': 'Courageous', 'count': 43}, {'id': 7, 'name': 'Funny', 'count': 70}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 125}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 22, 'name': 'Fascinating', 'count': 38}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 10, 'name': 'Inspiring', 'count': 75}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 12}]","['Africa', 'business', 'global issues', 'marketing', 'philanthropy']",Selling condoms in the Congo,834926
TEDGlobal 2011,Elizabeth Murchison,"[{'id': 8, 'name': 'Informative', 'count': 317}, {'id': 22, 'name': 'Fascinating', 'count': 201}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 3, 'name': 'Courageous', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 62}, {'id': 23, 'name': 'Jaw-dropping', 'count': 164}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['animals', 'biology', 'cancer', 'science']",Fighting a contagious cancer,484266
